trip_id,start_time,end_time,bikeid,tripduration,from_station_id,from_station_name,to_station_id,to_station_name,usertype,gender,birthyear,tripduration_mins,trip_date,trip_day,trip_month,trip_hour,age,gender_cleaned,usertype_cleaned
23283884,2019-06-21 15:55:50 UTC,2019-06-21 16:13:14 UTC,5331,1044,597,Chicago Ave & Washington St,596,Benson Ave & Church St,Subscriber,Female,1957,17.4,2019-06-21,21,6,15,68,Female,Subscriber
22434671,2019-04-24 18:20:16 UTC,2019-04-24 18:25:07 UTC,4432,291,600,Dodge Ave & Church St,596,Benson Ave & Church St,Subscriber,Male,1954,4.85,2019-04-24,24,4,18,71,Male,Subscriber
25278698,2019-10-04 16:11:18 UTC,2019-10-04 16:18:44 UTC,2548,445,605,University Library (NU),596,Benson Ave & Church St,Subscriber,Female,1959,7.42,2019-10-04,4,10,16,66,Female,Subscriber
22913066,2019-05-31 15:51:32 UTC,2019-05-31 16:07:36 UTC,2240,964,113,Bissell St & Armitage Ave,113,Bissell St & Armitage Ave,Subscriber,Male,1958,16.07,2019-05-31,31,5,15,67,Male,Subscriber
25859467,2019-12-10 07:36:09 UTC,2019-12-10 07:38:39 UTC,4834,149,225,Halsted St & Dickens Ave,113,Bissell St & Armitage Ave,Subscriber,,1955,2.48,2019-12-10,10,12,7,70,Unknown,Subscriber
23433796,2019-06-28 17:53:36 UTC,2019-06-28 18:28:46 UTC,4780,2110,57,Clinton St & Roosevelt Rd,129,Blue Island Ave & 18th St,Subscriber,Female,2001,35.17,2019-06-28,28,6,17,24,Female,Subscriber
22166660,2019-03-29 14:44:39 UTC,2019-03-29 14:50:31 UTC,5982,352,294,Broadway & Berwyn Ave,295,Broadway & Argyle St,Customer,Male,1955,5.87,2019-03-29,29,3,14,70,Male,Customer
25011433,2019-09-17 18:34:40 UTC,2019-09-17 18:46:01 UTC,4129,680,256,Broadway & Sheridan Rd,295,Broadway & Argyle St,Subscriber,Female,1957,11.33,2019-09-17,17,9,18,68,Female,Subscriber
21930267,2019-02-16 13:57:03 UTC,2019-02-16 14:27:16 UTC,1187,1813,13,Wilton Ave & Diversey Pkwy,295,Broadway & Argyle St,Subscriber,Female,1959,30.22,2019-02-16,16,2,13,66,Female,Subscriber
24912789,2019-09-12 13:12:38 UTC,2019-09-12 13:19:27 UTC,1981,409,117,Wilton Ave & Belmont Ave,300,Broadway & Barry Ave,Subscriber,Male,1949,6.82,2019-09-12,12,9,13,76,Male,Subscriber
23070668,2019-06-08 18:39:31 UTC,2019-06-08 18:42:46 UTC,87,195,303,Broadway & Cornelia Ave,296,Broadway & Belmont Ave,Subscriber,Male,1957,3.25,2019-06-08,8,6,18,68,Male,Subscriber
22759925,2019-05-22 10:43:37 UTC,2019-05-22 10:52:40 UTC,241,543,254,Pine Grove Ave & Irving Park Rd,296,Broadway & Belmont Ave,Subscriber,Female,1956,9.05,2019-05-22,22,5,10,69,Female,Subscriber
23651035,2019-07-09 18:21:35 UTC,2019-07-09 18:29:18 UTC,5145,462,325,Clark St & Winnemac Ave,294,Broadway & Berwyn Ave,Subscriber,Male,1952,7.7,2019-07-09,9,7,18,73,Male,Subscriber
24166707,2019-08-04 12:43:57 UTC,2019-08-04 13:17:50 UTC,5224,2032,177,Theater on the Lake,294,Broadway & Berwyn Ave,Subscriber,Male,1954,33.87,2019-08-04,4,8,12,71,Male,Subscriber
24206621,2019-08-06 09:06:14 UTC,2019-08-06 09:16:04 UTC,937,589,229,Southport Ave & Roscoe St,303,Broadway & Cornelia Ave,Subscriber,Male,1955,9.82,2019-08-06,6,8,9,70,Male,Subscriber
22665987,2019-05-15 10:50:22 UTC,2019-05-15 11:28:32 UTC,6185,2290,625,Chicago Ave & Dempster St,454,Broadway & Granville Ave,Subscriber,Male,1953,38.17,2019-05-15,15,5,10,72,Male,Subscriber
22009606,2019-03-07 13:53:13 UTC,2019-03-07 13:56:49 UTC,1641,216,458,Broadway & Thorndale Ave,461,Broadway & Ridge Ave,Subscriber,Male,1954,3.6,2019-03-07,7,3,13,71,Male,Subscriber
22216565,2019-04-05 08:34:48 UTC,2019-04-05 08:37:10 UTC,1605,142,458,Broadway & Thorndale Ave,461,Broadway & Ridge Ave,Subscriber,Male,1954,2.37,2019-04-05,5,4,8,71,Male,Subscriber
24347913,2019-08-13 07:40:42 UTC,2019-08-13 07:44:56 UTC,151,253,231,Sheridan Rd & Montrose Ave,256,Broadway & Sheridan Rd,Subscriber,Female,1957,4.22,2019-08-13,13,8,7,68,Female,Subscriber
22110738,2019-03-22 16:59:06 UTC,2019-03-22 17:27:01 UTC,957,1675,300,Broadway & Barry Ave,458,Broadway & Thorndale Ave,Subscriber,Male,1955,27.92,2019-03-22,22,3,16,70,Male,Subscriber
25879167,2019-12-13 10:27:01 UTC,2019-12-13 10:42:36 UTC,6432,935,253,Winthrop Ave & Lawrence Ave,458,Broadway & Thorndale Ave,Subscriber,Male,1958,15.58,2019-12-13,13,12,10,67,Male,Subscriber
22444996,2019-04-25 15:00:26 UTC,2019-04-25 15:09:06 UTC,3324,520,246,Ashland Ave & Belle Plaine Ave,304,Broadway & Waveland Ave,Subscriber,Female,1959,8.67,2019-04-25,25,4,15,66,Female,Subscriber
23955277,2019-07-25 13:37:36 UTC,2019-07-25 14:00:42 UTC,640,1385,304,Broadway & Waveland Ave,304,Broadway & Waveland Ave,Subscriber,Male,1957,23.08,2019-07-25,25,7,13,68,Male,Subscriber
25931760,2019-12-23 15:25:53 UTC,2019-12-23 15:57:22 UTC,3721,1889,85,Michigan Ave & Oak St,304,Broadway & Waveland Ave,Subscriber,Male,1952,31.48,2019-12-23,23,12,15,73,Male,Subscriber
24423312,2019-08-16 18:18:12 UTC,2019-08-16 18:52:36 UTC,189,2063,454,Broadway & Granville Ave,293,Broadway & Wilson Ave,Customer,Female,2000,34.38,2019-08-16,16,8,18,25,Female,Customer
24121512,2019-08-02 13:36:44 UTC,2019-08-02 13:49:07 UTC,2597,743,3,Shedd Aquarium,2,Buckingham Fountain,Customer,Female,2000,12.38,2019-08-02,2,8,13,25,Female,Customer
23167062,2019-06-14 12:45:22 UTC,2019-06-14 13:03:47 UTC,5738,1105,2,Buckingham Fountain (Temp),2,Buckingham Fountain (Temp),Subscriber,Male,1951,18.42,2019-06-14,14,6,12,74,Male,Subscriber
24551377,2019-08-23 16:40:57 UTC,2019-08-23 16:58:47 UTC,6338,1069,632,Clark St & Newport St,332,Burling St (Halsted) & Diversey Pkwy (Temp),Customer,Male,1950,17.82,2019-08-23,23,8,16,75,Male,Customer
25415578,2019-10-14 14:44:15 UTC,2019-10-14 15:04:52 UTC,2431,1237,232,Pine Grove Ave & Waveland Ave,332,Burling St (Halsted) & Diversey Pkwy (Temp),Subscriber,Male,1959,20.62,2019-10-14,14,10,14,66,Male,Subscriber
25800304,2019-12-01 11:49:53 UTC,2019-12-01 12:16:54 UTC,634,1620,419,Lake Park Ave & 53rd St,4,Burnham Harbor,Subscriber,Male,1958,27,2019-12-01,1,12,11,67,Male,Subscriber
24215790,2019-08-06 17:26:30 UTC,2019-08-06 17:57:52 UTC,2659,1882,345,Lake Park Ave & 56th St,4,Burnham Harbor,Subscriber,Male,1955,31.37,2019-08-06,6,8,17,70,Male,Subscriber
24326934,2019-08-11 16:48:40 UTC,2019-08-11 18:25:59 UTC,6305,5838,197,Michigan Ave & Madison St,4,Burnham Harbor,Customer,Male,1954,97.3,2019-08-11,11,8,16,71,Male,Customer
24753187,2019-09-03 15:18:01 UTC,2019-09-03 15:50:34 UTC,5995,1952,281,Western Ave & 24th St,442,California Ave & 23rd Pl,Subscriber,Male,1948,32.53,2019-09-03,3,9,15,77,Male,Subscriber
22328034,2019-04-16 09:55:10 UTC,2019-04-16 09:58:18 UTC,5982,188,185,Stave St & Armitage Ave,259,California Ave & Francis Pl,Subscriber,Male,1957,3.13,2019-04-16,16,4,9,68,Male,Subscriber
22027699,2019-03-11 15:01:30 UTC,2019-03-11 15:11:38 UTC,4223,608,258,Logan Blvd & Elston Ave,123,California Ave & Milwaukee Ave,Subscriber,Female,1953,10.13,2019-03-11,11,3,15,72,Female,Subscriber
25238461,2019-10-01 18:05:40 UTC,2019-10-01 18:20:05 UTC,281,865,196,Cityfront Plaza Dr & Pioneer Ct,192,Canal St & Adams St,Subscriber,Male,1959,14.42,2019-10-01,1,10,18,66,Male,Subscriber
21939711,2019-02-19 17:15:04 UTC,2019-02-19 17:33:09 UTC,6015,1085,196,Cityfront Plaza Dr & Pioneer Ct,192,Canal St & Adams St,Subscriber,Male,1959,18.08,2019-02-19,19,2,17,66,Male,Subscriber
22786761,2019-05-23 16:36:42 UTC,2019-05-23 16:44:29 UTC,2379,467,133,Kingsbury St & Kinzie St,192,Canal St & Adams St,Subscriber,Male,1958,7.78,2019-05-23,23,5,16,67,Male,Subscriber
25835478,2019-12-06 06:13:43 UTC,2019-12-06 06:17:19 UTC,2316,215,283,LaSalle St & Jackson Blvd,192,Canal St & Adams St,Subscriber,Female,1957,3.58,2019-12-06,6,12,6,68,Female,Subscriber
23353030,2019-06-25 10:45:42 UTC,2019-06-25 10:51:18 UTC,5981,336,98,LaSalle St & Washington St,192,Canal St & Adams St,Subscriber,Female,1957,5.6,2019-06-25,25,6,10,68,Female,Subscriber
24393905,2019-08-15 13:52:43 UTC,2019-08-15 14:19:21 UTC,4117,1597,85,Michigan Ave & Oak St,192,Canal St & Adams St,Customer,Female,2000,26.62,2019-08-15,15,8,13,25,Female,Customer
21895156,2019-02-07 17:32:29 UTC,2019-02-07 17:43:21 UTC,5483,652,43,Michigan Ave & Washington St,192,Canal St & Adams St,Subscriber,Male,1957,10.87,2019-02-07,7,2,17,68,Male,Subscriber
23957886,2019-07-25 16:07:24 UTC,2019-07-25 16:12:48 UTC,4237,324,233,Sangamon St & Washington Blvd,192,Canal St & Adams St,Subscriber,Male,1950,5.4,2019-07-25,25,7,16,75,Male,Subscriber
25261922,2019-10-03 16:12:38 UTC,2019-10-03 16:19:05 UTC,657,387,233,Sangamon St & Washington Blvd,192,Canal St & Adams St,Subscriber,Male,1950,6.45,2019-10-03,3,10,16,75,Male,Subscriber
24682523,2019-08-30 14:55:56 UTC,2019-08-30 15:01:30 UTC,2784,334,233,Sangamon St & Washington Blvd,192,Canal St & Adams St,Subscriber,Male,1950,5.57,2019-08-30,30,8,14,75,Male,Subscriber
21776185,2019-01-07 13:10:31 UTC,2019-01-07 13:17:27 UTC,1128,416,233,Sangamon St & Washington Blvd (*),192,Canal St & Adams St,Subscriber,Male,1948,6.93,2019-01-07,7,1,13,77,Male,Subscriber
23336506,2019-06-24 16:00:31 UTC,2019-06-24 16:06:31 UTC,6059,360,233,Sangamon St & Washington Blvd (*),192,Canal St & Adams St,Subscriber,Male,1950,6,2019-06-24,24,6,16,75,Male,Subscriber
25549964,2019-10-24 17:00:58 UTC,2019-10-24 17:07:38 UTC,1032,399,39,Wabash Ave & Adams St,192,Canal St & Adams St,Subscriber,Male,1959,6.65,2019-10-24,24,10,17,66,Male,Subscriber
24831035,2019-09-07 15:04:04 UTC,2019-09-07 15:08:34 UTC,315,269,414,Canal St & Taylor St,75,Canal St & Jackson Blvd,Customer,Male,2001,4.48,2019-09-07,7,9,15,24,Male,Customer
23968877,2019-07-26 00:21:30 UTC,2019-07-26 00:25:08 UTC,2692,218,169,Canal St & Harrison St,174,Canal St & Madison St,Subscriber,Male,1952,3.63,2019-07-26,26,7,0,73,Male,Subscriber
22755320,2019-05-22 00:26:18 UTC,2019-05-22 00:29:13 UTC,2673,175,75,Canal St & Jackson Blvd,174,Canal St & Madison St,Subscriber,Male,1952,2.92,2019-05-22,22,5,0,73,Male,Subscriber
25693478,2019-11-12 12:01:57 UTC,2019-11-12 12:03:37 UTC,3379,99,91,Clinton St & Washington Blvd,174,Canal St & Madison St,Subscriber,Male,1942,1.65,2019-11-12,12,11,12,83,Male,Subscriber
24078799,2019-07-31 16:12:05 UTC,2019-07-31 16:17:22 UTC,1407,316,286,Franklin St & Adams St (Temp),174,Canal St & Madison St,Subscriber,Female,1956,5.27,2019-07-31,31,7,16,69,Female,Subscriber
22132540,2019-03-26 06:39:03 UTC,2019-03-26 06:51:39 UTC,4070,756,255,Indiana Ave & Roosevelt Rd,174,Canal St & Madison St,Subscriber,Male,1952,12.6,2019-03-26,26,3,6,73,Male,Subscriber
22283274,2019-04-11 06:43:19 UTC,2019-04-11 06:57:02 UTC,5227,823,255,Indiana Ave & Roosevelt Rd,174,Canal St & Madison St,Subscriber,Male,1952,13.72,2019-04-11,11,4,6,73,Male,Subscriber
22035564,2019-03-12 14:11:38 UTC,2019-03-12 14:19:00 UTC,2795,442,283,LaSalle St & Jackson Blvd,174,Canal St & Madison St,Subscriber,Male,1954,7.37,2019-03-12,12,3,14,71,Male,Subscriber
23408847,2019-06-27 16:56:43 UTC,2019-06-27 17:00:55 UTC,3443,252,98,LaSalle St & Washington St,174,Canal St & Madison St,Subscriber,Male,1956,4.2,2019-06-27,27,6,16,69,Male,Subscriber
25404821,2019-10-13 14:18:11 UTC,2019-10-13 14:26:45 UTC,5458,513,45,Michigan Ave & Ida B Wells Dr,174,Canal St & Madison St,Customer,Male,2001,8.55,2019-10-13,13,10,14,24,Male,Customer
21792385,2019-01-09 18:10:06 UTC,2019-01-09 18:19:50 UTC,2485,584,284,Michigan Ave & Jackson Blvd,174,Canal St & Madison St,Subscriber,Male,1953,9.73,2019-01-09,9,1,18,72,Male,Subscriber
22981669,2019-06-04 16:15:13 UTC,2019-06-04 16:20:34 UTC,3527,321,197,Michigan Ave & Madison St,174,Canal St & Madison St,Subscriber,Male,1959,5.35,2019-06-04,4,6,16,66,Male,Subscriber
25822462,2019-12-04 16:44:07 UTC,2019-12-04 16:50:31 UTC,5480,383,197,Michigan Ave & Madison St,174,Canal St & Madison St,Subscriber,Male,1959,6.38,2019-12-04,4,12,16,66,Male,Subscriber
22110503,2019-03-22 16:45:31 UTC,2019-03-22 16:51:37 UTC,2367,366,197,Michigan Ave & Madison St,174,Canal St & Madison St,Subscriber,Male,1959,6.1,2019-03-22,22,3,16,66,Male,Subscriber
23768682,2019-07-15 07:14:59 UTC,2019-07-15 07:28:00 UTC,2762,781,43,Michigan Ave & Washington St,174,Canal St & Madison St,Subscriber,Male,1951,13.02,2019-07-15,15,7,7,74,Male,Subscriber
22301657,2019-04-12 18:01:44 UTC,2019-04-12 18:09:23 UTC,3308,459,39,Wabash Ave & Adams St,174,Canal St & Madison St,Subscriber,Male,1953,7.65,2019-04-12,12,4,18,72,Male,Subscriber
22006131,2019-03-06 19:13:02 UTC,2019-03-06 19:21:25 UTC,701,503,39,Wabash Ave & Adams St,174,Canal St & Madison St,Subscriber,Male,1953,8.38,2019-03-06,6,3,19,72,Male,Subscriber
25839341,2019-12-06 15:03:43 UTC,2019-12-06 15:18:41 UTC,3680,897,173,Mies van der Rohe Way & Chicago Ave,191,Canal St & Monroe St,Subscriber,Male,1959,14.95,2019-12-06,6,12,15,66,Male,Subscriber
25281878,2019-10-04 17:53:13 UTC,2019-10-04 17:59:15 UTC,5942,362,33,State St & Van Buren St,191,Canal St & Monroe St,Subscriber,Male,1959,6.03,2019-10-04,4,10,17,66,Male,Subscriber
22005240,2019-03-06 17:28:43 UTC,2019-03-06 17:34:10 UTC,4477,327,96,Desplaines St & Randolph St,191,Canal St & Monroe St (*),Subscriber,Male,1955,5.45,2019-03-06,6,3,17,70,Male,Subscriber
21964689,2019-02-25 17:19:52 UTC,2019-02-25 17:27:16 UTC,2076,444,33,State St & Van Buren St,191,Canal St & Monroe St (*),Subscriber,Male,1959,7.4,2019-02-25,25,2,17,66,Male,Subscriber
25843497,2019-12-07 09:48:12 UTC,2019-12-07 09:57:43 UTC,4010,571,141,Clark St & Lincoln Ave,34,Cannon Dr & Fullerton Ave,Subscriber,Male,1954,9.52,2019-12-07,7,12,9,71,Male,Subscriber
24414051,2019-08-16 12:30:28 UTC,2019-08-16 14:30:22 UTC,5971,7194,99,Lake Shore Dr & Ohio St,34,Cannon Dr & Fullerton Ave,Customer,Female,1943,119.9,2019-08-16,16,8,12,82,Female,Customer
24187245,2019-08-05 11:23:06 UTC,2019-08-05 11:41:59 UTC,696,1132,211,St. Clair St & Erie St,34,Cannon Dr & Fullerton Ave,Subscriber,Male,1956,18.87,2019-08-05,5,8,11,69,Male,Subscriber
25843080,2019-12-07 07:35:22 UTC,2019-12-07 07:38:34 UTC,4656,191,324,Stockton Dr & Wrightwood Ave,34,Cannon Dr & Fullerton Ave,Subscriber,Male,1953,3.18,2019-12-07,7,12,7,72,Male,Subscriber
25630241,2019-11-03 16:00:56 UTC,2019-11-03 16:12:54 UTC,1184,717,550,Central Ave & Chicago Ave,550,Central Ave & Chicago Ave,Subscriber,Male,1959,11.95,2019-11-03,3,11,16,66,Male,Subscriber
25938566,2019-12-25 14:26:31 UTC,2019-12-25 14:35:44 UTC,4341,553,518,Conservatory Dr & Lake St,533,Central Park Blvd & 5th Ave,Subscriber,Male,1957,9.22,2019-12-25,25,12,14,68,Male,Subscriber
22506277,2019-05-02 17:09:07 UTC,2019-05-02 17:23:12 UTC,2090,845,596,Benson Ave & Church St,601,Central St Metra,Subscriber,Male,1952,14.08,2019-05-02,2,5,17,73,Male,Subscriber
23839147,2019-07-19 08:41:17 UTC,2019-07-19 09:01:13 UTC,6327,1196,523,Eastlake Ter & Rogers Ave,601,Central St Metra,Subscriber,Male,1957,19.93,2019-07-19,19,7,8,68,Male,Subscriber
25546016,2019-10-24 10:54:13 UTC,2019-10-24 11:05:06 UTC,6285,653,604,Sheridan Rd & Noyes St (NU),603,Chicago Ave & Sheridan Rd,Subscriber,Female,2001,10.88,2019-10-24,24,10,10,24,Female,Subscriber
25749839,2019-11-21 16:07:35 UTC,2019-11-21 16:18:54 UTC,6262,678,596,Benson Ave & Church St,597,Chicago Ave & Washington St,Subscriber,Male,1955,11.3,2019-11-21,21,11,16,70,Male,Subscriber
24458873,2019-08-19 06:13:10 UTC,2019-08-19 06:23:37 UTC,3345,626,192,Canal St & Adams St,196,Cityfront Plaza Dr & Pioneer Ct,Subscriber,Male,1959,10.43,2019-08-19,19,8,6,66,Male,Subscriber
24907420,2019-09-12 07:30:29 UTC,2019-09-12 07:49:09 UTC,5212,1120,94,Clark St & Armitage Ave,196,Cityfront Plaza Dr & Pioneer Ct,Subscriber,Male,1956,18.67,2019-09-12,12,9,7,69,Male,Subscriber
25410053,2019-10-14 07:38:48 UTC,2019-10-14 08:03:51 UTC,232,1502,339,Emerald Ave & 31st St,196,Cityfront Plaza Dr & Pioneer Ct,Subscriber,Female,1951,25.03,2019-10-14,14,10,7,74,Female,Subscriber
25196187,2019-09-29 06:52:50 UTC,2019-09-29 06:55:15 UTC,4657,145,264,Stetson Ave & South Water St,196,Cityfront Plaza Dr & Pioneer Ct,Subscriber,Male,1954,2.42,2019-09-29,29,9,6,71,Male,Subscriber
21941649,2019-02-20 07:41:38 UTC,2019-02-20 07:45:13 UTC,2293,215,264,Stetson Ave & South Water St,196,Cityfront Plaza Dr & Pioneer Ct,Subscriber,Male,1954,3.58,2019-02-20,20,2,7,71,Male,Subscriber
21775109,2019-01-07 07:43:42 UTC,2019-01-07 07:47:00 UTC,3355,198,264,Stetson Ave & South Water St,196,Cityfront Plaza Dr & Pioneer Ct,Subscriber,Male,1954,3.3,2019-01-07,7,1,7,71,Male,Subscriber
22245067,2019-04-08 07:41:21 UTC,2019-04-08 07:44:04 UTC,4031,163,264,Stetson Ave & South Water St,196,Cityfront Plaza Dr & Pioneer Ct,Subscriber,Male,1954,2.72,2019-04-08,8,4,7,71,Male,Subscriber
24656472,2019-08-29 08:43:51 UTC,2019-08-29 09:13:28 UTC,5017,1776,264,Stetson Ave & South Water St,196,Cityfront Plaza Dr & Pioneer Ct,Subscriber,Male,1954,29.6,2019-08-29,29,8,8,71,Male,Subscriber
23872340,2019-07-21 10:24:27 UTC,2019-07-21 10:30:04 UTC,4223,336,301,Clark St & Schiller St,94,Clark St & Armitage Ave,Subscriber,Male,1946,5.6,2019-07-21,21,7,10,79,Male,Subscriber
22780485,2019-05-23 10:17:36 UTC,2019-05-23 10:38:16 UTC,3952,1240,58,Marshfield Ave & Cortland St,94,Clark St & Armitage Ave,Subscriber,Female,1957,20.67,2019-05-23,23,5,10,68,Female,Subscriber
24218233,2019-08-06 18:21:36 UTC,2019-08-06 18:40:48 UTC,6113,1152,100,Orleans St & Merchandise Mart Plaza,94,Clark St & Armitage Ave,Subscriber,Female,1951,19.2,2019-08-06,6,8,18,74,Female,Subscriber
22080630,2019-03-18 19:17:08 UTC,2019-03-18 19:21:28 UTC,4670,260,294,Broadway & Berwyn Ave,463,Clark St & Berwyn Ave,Subscriber,Male,1955,4.33,2019-03-18,18,3,19,70,Male,Subscriber
25501881,2019-10-20 17:10:38 UTC,2019-10-20 19:06:56 UTC,40,6977,337,Clark St & Chicago Ave,337,Clark St & Chicago Ave,Customer,Male,2000,116.28,2019-10-20,20,10,17,25,Male,Customer
23343498,2019-06-24 19:19:42 UTC,2019-06-24 19:22:39 UTC,4766,177,337,Clark St & Chicago Ave,337,Clark St & Chicago Ave,Subscriber,Female,1956,2.95,2019-06-24,24,6,19,69,Female,Subscriber
21819106,2019-01-15 14:41:22 UTC,2019-01-15 14:46:27 UTC,2526,305,46,Wells St & Walton St,337,Clark St & Chicago Ave,Subscriber,Female,1956,5.08,2019-01-15,15,1,14,69,Female,Subscriber
25367038,2019-10-10 08:14:09 UTC,2019-10-10 08:19:07 UTC,1068,297,46,Wells St & Walton St,337,Clark St & Chicago Ave,Subscriber,Female,1956,4.95,2019-10-10,10,10,8,69,Female,Subscriber
25044845,2019-09-19 15:36:33 UTC,2019-09-19 15:40:33 UTC,3762,239,46,Wells St & Walton St,337,Clark St & Chicago Ave,Subscriber,Female,1956,3.98,2019-09-19,19,9,15,69,Female,Subscriber
25295028,2019-10-05 19:35:04 UTC,2019-10-05 19:39:58 UTC,6324,293,447,Glenwood Ave & Morse Ave,449,Clark St & Columbia Ave,Subscriber,Male,1954,4.88,2019-10-05,5,10,19,71,Male,Subscriber
22941788,2019-06-02 12:17:05 UTC,2019-06-02 12:23:46 UTC,1497,401,143,Sedgwick St & Webster Ave,220,Clark St & Drummond Pl,Subscriber,Female,2002,6.68,2019-06-02,2,6,12,23,Female,Subscriber
24693811,2019-08-31 08:55:11 UTC,2019-08-31 09:04:00 UTC,2842,529,301,Clark St & Schiller St,176,Clark St & Elm St,Subscriber,Female,1957,8.82,2019-08-31,31,8,8,68,Female,Subscriber
23037977,2019-06-07 11:55:36 UTC,2019-06-07 12:03:14 UTC,6305,458,110,Dearborn St & Erie St,176,Clark St & Elm St,Subscriber,Female,1958,7.63,2019-06-07,7,6,11,67,Female,Subscriber
22428354,2019-04-24 12:01:54 UTC,2019-04-24 12:05:53 UTC,5037,239,31,Franklin St & Chicago Ave,176,Clark St & Elm St,Subscriber,Male,1959,3.98,2019-04-24,24,4,12,66,Male,Subscriber
22334967,2019-04-16 17:34:02 UTC,2019-04-16 17:52:04 UTC,1710,1082,287,Franklin St & Monroe St,176,Clark St & Elm St,Subscriber,Male,1958,18.03,2019-04-16,16,4,17,67,Male,Subscriber
24861562,2019-09-09 17:07:15 UTC,2019-09-09 17:20:22 UTC,1442,787,283,LaSalle St & Jackson Blvd,176,Clark St & Elm St,Subscriber,Male,1957,13.12,2019-09-09,9,9,17,68,Male,Subscriber
22521263,2019-05-04 06:53:24 UTC,2019-05-04 07:04:57 UTC,740,693,35,Streeter Dr & Grand Ave,176,Clark St & Elm St,Subscriber,Male,1952,11.55,2019-05-04,4,5,6,73,Male,Subscriber
22594585,2019-05-09 15:19:01 UTC,2019-05-09 15:59:41 UTC,789,2440,177,Theater on the Lake,176,Clark St & Elm St,Subscriber,Male,1939,40.67,2019-05-09,9,5,15,86,Male,Subscriber
22304264,2019-04-13 09:25:00 UTC,2019-04-13 09:48:44 UTC,5456,1424,447,Glenwood Ave & Morse Ave,457,Clark St & Elmdale Ave,Subscriber,Female,1950,23.73,2019-04-13,13,4,9,75,Female,Subscriber
22068425,2019-03-17 10:05:15 UTC,2019-03-17 10:16:10 UTC,401,655,459,Lakefront Trail & Bryn Mawr Ave,457,Clark St & Elmdale Ave,Subscriber,Female,1950,10.92,2019-03-17,17,3,10,75,Female,Subscriber
25940045,2019-12-26 06:02:53 UTC,2019-12-26 06:11:01 UTC,4085,487,452,Western Ave & Granville Ave,457,Clark St & Elmdale Ave,Subscriber,Male,1953,8.12,2019-12-26,26,12,6,72,Male,Subscriber
25637211,2019-11-04 12:51:08 UTC,2019-11-04 13:01:47 UTC,6072,638,293,Broadway & Wilson Ave,165,Clark St & Grace St,Subscriber,Female,1959,10.63,2019-11-04,4,11,12,66,Female,Subscriber
22444667,2019-04-25 14:24:28 UTC,2019-04-25 14:29:01 UTC,5241,273,49,Dearborn St & Monroe St,50,Clark St & Ida B Wells Dr,Subscriber,Male,1952,4.55,2019-04-25,25,4,14,73,Male,Subscriber
22749884,2019-05-21 16:12:15 UTC,2019-05-21 16:22:20 UTC,1410,605,24,Fairbanks Ct & Grand Ave,50,Clark St & Ida B Wells Dr,Subscriber,Male,1955,10.08,2019-05-21,21,5,16,70,Male,Subscriber
23314102,2019-06-22 21:34:34 UTC,2019-06-22 22:22:25 UTC,4583,2871,654,Racine Ave & Washington Blvd (*),50,Clark St & Ida B Wells Dr,Customer,Female,2000,47.85,2019-06-22,22,6,21,25,Female,Customer
23171165,2019-06-14 15:49:00 UTC,2019-06-14 16:29:43 UTC,2911,2443,94,Clark St & Armitage Ave,38,Clark St & Lake St,Customer,Male,1943,40.72,2019-06-14,14,6,15,82,Male,Customer
22033919,2019-03-12 09:39:54 UTC,2019-03-12 09:47:39 UTC,1433,465,91,Clinton St & Washington Blvd,38,Clark St & Lake St,Subscriber,Male,1954,7.75,2019-03-12,12,3,9,71,Male,Subscriber
22703206,2019-05-17 16:16:57 UTC,2019-05-17 16:24:59 UTC,1672,482,198,Green St & Madison St,38,Clark St & Lake St,Subscriber,Male,1956,8.03,2019-05-17,17,5,16,69,Male,Subscriber
22157376,2019-03-28 15:50:30 UTC,2019-03-28 16:15:31 UTC,6030,1501,198,Green St & Madison St,38,Clark St & Lake St,Subscriber,Male,1956,25.02,2019-03-28,28,3,15,69,Male,Subscriber
25698632,2019-11-13 17:03:38 UTC,2019-11-13 17:06:52 UTC,909,193,52,Michigan Ave & Lake St,38,Clark St & Lake St,Subscriber,Male,1959,3.22,2019-11-13,13,11,17,66,Male,Subscriber
23773362,2019-07-15 12:01:35 UTC,2019-07-15 12:07:47 UTC,6443,371,197,Michigan Ave & Madison St,38,Clark St & Lake St,Subscriber,Male,1959,6.18,2019-07-15,15,7,12,66,Male,Subscriber
22027574,2019-03-11 14:33:54 UTC,2019-03-11 14:38:07 UTC,4563,253,197,Michigan Ave & Madison St,38,Clark St & Lake St,Subscriber,Male,1957,4.22,2019-03-11,11,3,14,68,Male,Subscriber
24677587,2019-08-30 10:28:37 UTC,2019-08-30 10:35:35 UTC,1654,418,238,Wolcott (Ravenswood) Ave & Montrose Ave,326,Clark St & Leland Ave,Subscriber,Female,1958,6.97,2019-08-30,30,8,10,67,Female,Subscriber
22972277,2019-06-03 20:43:31 UTC,2019-06-03 20:55:03 UTC,4916,692,85,Michigan Ave & Oak St,141,Clark St & Lincoln Ave,Subscriber,Male,1955,11.53,2019-06-03,3,6,20,70,Male,Subscriber
22054993,2019-03-14 18:19:33 UTC,2019-03-14 18:24:47 UTC,5035,314,447,Glenwood Ave & Morse Ave,432,Clark St & Lunt Ave,Subscriber,Male,1921,5.23,2019-03-14,14,3,18,104,Male,Subscriber
